,Surgical Site Infection (SSI),N/A,N/A,357,Percentage of patients aged 18 years and older who had a surgical site infection (SSI),Effective Clinical Care,Outcome,American College of Surgeons,-,-,-,-,-,-,X,-,General Surgery,-,-,-,-,-,-,Measure Specification Manuals
,Patient-Centered Surgical Risk Assessment and Communication,N/A,N/A,358,"Percentage of patients who underwent a non-emergency surgery who had their personalized risks of postoperative complications assessed by their surgical team prior to surgery using a clinical data-based, patient-specific risk calculator and who received personal discussion of those risks with the surgeon",Person and Caregiver-Centered Experience and Outcomes,Process,American College of Surgeons,-,-,-,-,-,-,X,X,General Surgery,-,-,-,-,-,-,Measure Specification Manuals
,Optimizing Patient Exposure to Ionizing Radiation: Utilization of a Standardized Nomenclature for Computed Tomography (CT) Imaging Description,N/A,N/A,359,"Percentage of computed tomography (CT) imaging reports for all patients, regardless of age, with the imaging study named according to a standardized nomenclature and the standardized nomenclature is used in institution’s computer systems",Communication and Care Coordination,Process,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Measure Specification Manuals
,Optimizing Patient Exposure to Ionizing Radiation: Count of Potential High Dose Radiation Imaging Studies: Computed Tomography (CT) and Cardiac Nuclear Medicine Studies,N/A,N/A,360,"Percentage of computed tomography (CT) and cardiac nuclear medicine (myocardial perfusion studies) imaging reports for all patients, regardless of age, that document a count of known previous CT (any type of CT) and cardiac nuclear medicine (myocardial perfusion) studies that the patient has received in the 12-month period prior to the current study",Patient Safety,Process,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Measure Specification Manuals
,Optimizing Patient Exposure to Ionizing Radiation: Reporting to a Radiation Dose Index Registry,N/A,N/A,361,"Percentage of total computed tomography (CT) studies performed for all patients, regardless of age, that are reported to a radiation dose index registry AND that include at a minimum selected data elements",Patient Safety,Structure,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Measure Specification Manuals
,Optimizing Patient Exposure to Ionizing Radiation: Computed Tomography (CT) Images Available for Patient Follow-up and Comparison Purposes,N/A,N/A,362,"Percentage of final reports for computed tomography (CT) studies performed for all patients, regardless of age, which document that Digital Imaging and Communications in Medicine (DICOM) format image data are available to non-affiliated external healthcare facilities or entities on a secure, media free, reciprocally searchable basis with patient authorization for at least a 12-month period after the study",Communication and Care Coordination,Structure,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Measure Specification Manuals
,"Optimizing Patient Exposure to Ionizing Radiation: Search for Prior Computed Tomography (CT) Studies Through a Secure, Authorized, Media-Free, Shared Archive",N/A,N/A,363,"Percentage of final reports of computed tomography (CT) studies performed for all patients, regardless of age, which document that a search for Digital Imaging and Communications in Medicine (DICOM) format images was conducted for prior patient CT imaging studies completed at non-affiliated external healthcare facilities or entities within the past 12-months and are available through a secure, authorized, media free, shared archive prior to an imaging study being performed",Communication and Care Coordination,Structure,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Measure Specification Manuals
,Optimizing Patient Exposure to Ionizing Radiation: Appropriateness: Follow-up CT Imaging for Incidentally Detected Pulmonary Nodules According to Recommended Guidelines,N/A,N/A,364,"Percentage of final reports for computed tomography (CT) imaging studies of the thorax for patients aged 18 years and older with documented follow-up recommendations for incidentally detected pulmonary nodules (e.g., follow-up CT imaging studies needed or that no follow-up is needed) based at a minimum on nodule size AND patient risk factors",Communication and Care Coordination,Process,American College of Radiology,-,-,-,-,-,-,X,-,Optimizing Patient Exposure to Ionizing Radiation,-,-,-,-,-,-,Measure Specification Manuals
,Hemoglobin A1c Test for Pediatric Patients,148v4,N/A,365,Percentage of patients 5-17 years of age with diabetes with a HbA1c test during the measurement period,Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,ADHD: Follow-Up Care for Children Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication,136v5,0108,366,"Percentage of children 6-12 years of age and newly dispensed a medication for attention-deficit/hyperactivity disorder (ADHD) who had appropriate follow-up care.  Two rates are reported.  
a. Percentage of children who had one follow-up visit with a practitioner with prescribing authority during the 30-Day Initiation Phase.
b. Percentage of children who remained on ADHD medication for at least 210 days and who, in addition to the visit in the Initiation Phase, had at least two additional follow-up visits with a practitioner within 270 days (9 months) after the Initiation Phase ended
",Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Bipolar Disorder and Major Depression: Appraisal for Alcohol or Chemical Substance Use,169v4,N/A,367,Percentage of patients with depression or bipolar disorder with evidence of an initial assessment that includes an appraisal for alcohol or chemical substance use.,Effective Clinical Care,Process,Center for Quality Assessment and Improvement in Mental Health,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,HIV/AIDS: Medical Visit,62v4,N/A,368,"Percentage of patients, regardless of age, with a diagnosis of HIV/AIDS with at least two medical visits during the measurement year with a minimum of 90 days between each visit",Effective Clinical Care,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Pregnant Women that had HBsAg Testing,158v4,N/A,369,This measure identifies pregnant women who had a HBsAg (hepatitis B) test during their pregnancy.,Effective Clinical Care,Process,OptumInsight,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Depression Remission at Twelve Months,159v4,0710,370,Adult patients age 18 and older with major depression or dysthymia and an initial PHQ-9 score > 9 who demonstrate remission at twelve months defined as PHQ-9 score less than 5. This measure applies to both patients with newly diagnosed and existing depression whose current PHQ-9 score indicates a need for treatment,Effective Clinical Care,Intermediate Outcome,Minnesota Community Measurement,-,-,-,-,X,X,-,X,-,-,-,-,-,X,-,Measure Specification Manuals
,Depression Utilization of the PHQ-9 Tool,160v4,0712,371,Adult patients age 18 and older with the diagnosis of major depression or dysthymia who have a PHQ-9 tool administered at least once during a 4 month period in which there was a qualifying visit.,Effective Clinical Care,Process,Minnesota Community Measurement,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Maternal Depression Screening,82v3,N/A,372,"The percentage of children who turned 6 months of age during the measurement year, who had a face-to-face visit between the clinician and the child during child’s first 6 months, and who had a maternal depression screening for the mother at least once between 0 and 6 months of life.",Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Hypertension: Improvement in Blood Pressure,65v5,N/A,373,Percentage of patients aged 18-85 years of age with a diagnosis of hypertension whose blood pressure improved during the measurement period.,Effective Clinical Care,Intermediate Outcome,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Closing the Referral Loop: Receipt of Specialist Report,50v4,N/A,374,"Percentage of patients with referrals, regardless of age, for which the referring provider receives a report from the provider to whom the patient was referred.",Communication and Care Coordination,Process,Centers for Medicare & Medicaid Services,Mathematica,-,-,-,X,-,-,-,-,X,-,-,-,X,-,Measure Specification Manuals
,Functional Status Assessment for Knee Replacement,66v4,N/A,375,Percentage of patients aged 18 years and older with primary total knee arthroplasty (TKA) who completed  baseline and follow-up (patient-reported) functional status assessments.,Person and Caregiver-Centered Experience and Outcomes,Process,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Functional Status Assessment for Hip Replacement,56v4,N/A,376,Percentage of patients aged 18 years and older with primary total hip arthroplasty (THA) who completed baseline and follow-up (patient-reported) functional status assessments,Person and Caregiver-Centered Experience and Outcomes,Process,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Functional Status Assessment for Complex Chronic Conditions,90v4,N/A,377,Percentage of patients aged 65 years and older with heart failure who completed initial and follow-up patient-reported functional status assessments,Person and Caregiver-Centered Experience and Outcomes,Process,Centers for Medicare & Medicaid Services,Mathematica,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Children Who Have Dental Decay or Cavities,75v4,N/A,378,"Percentage of children, age 0-20 years, who have had tooth decay or cavities during the measurement period",Community/Population Health,Outcome,Centers for Medicare & Medicaid Services,Mathematica,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,"Primary Caries Prevention Intervention as Offered by Primary Care Providers, including Dentists",74v5,N/A,379,"Percentage of children, age 0-20 years, who received a fluoride varnish application during the measurement period.",Effective Clinical Care,Process,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,ADE Prevention and Monitoring:  Warfarin Time in Therapeutic Range,179v4,N/A,380,"Average percentage of time in which patients aged 18 and older with atrial fibrillation who are on chronic warfarin therapy have International Normalized Ratio (INR) test results within the therapeutic range (i.e., TTR) during the measurement period",Patient Safety,Intermediate Outcome,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,HIV/AIDS: RNA Control for Patients with HIV,77v4,N/A,381,"Percentage of patients aged 13 years and older with a diagnosis of HIV/AIDS, with at least two visits during the measurement year, with at least 90 days between each visit, whose most recent HIV RNA level is <200 copies/mL.",Effective Clinical Care,Outcome,Centers for Medicare & Medicaid Services,National Committee for Quality Assurance,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Child and Adolescent Major Depressive Disorder (MDD): Suicide Risk Assessment,177v4,1365,382,Percentage of patient visits for those patients aged 6 through 17 years with a diagnosis of major depressive disorder with an assessment for suicide risk,Patient Safety,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,X,-,-,-,-,-,-,-,-,X,-,Measure Specification Manuals
,Adherence to Antipsychotic Medications for Individuals with Schizophrenia,N/A,1879,383,Percentage of individuals at least 18 years of age as of the beginning of the measurement period with schizophrenia or schizoaffective disorder who had at least two prescriptions filled for any antipsychotic medication and who had a Proportion of Days Covered (PDC) of at least 0.8 for antipsychotic medications during the measurement period (12 consecutive months),Patient Safety,Intermediate Outcome,Health Services Advisory Group ,Centers for Medicare & Medicaid Services,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Adult Primary Rhegmatogenous Retinal Detachment Surgery: No Return to the Operating Room Within 90 Days of Surgery,N/A,N/A,384,Patients aged 18 years and older who had surgery for primary rhegmatogenous retinal detachment who did not require a return to the operating room within 90 days of surgery.,Effective Clinical Care,Outcome,American Academy of Ophthalmology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Adult Primary Rhegmatogenous Retinal Detachment Surgery: Visual Acuity Improvement Within 90 Days of Surgery,N/A,N/A,385,"Patients aged 18 years and older who had surgery for primary rhegmatogenous retinal detachment and achieved an improvement in their visual acuity, from their preoperative level, within 90 days of surgery in the operative eye",Effective Clinical Care,Outcome,American Academy of Ophthalmology,The Australian Council on Healthcare Standards,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Amyotrophic Lateral Sclerosis (ALS) Patient Care Preferences,N/A,N/A,386,"Percentage of patients diagnosed with Amyotrophic Lateral Sclerosis (ALS) who were offered assistance in planning for end of life issues (e.g. advance directives, invasive ventilation, hospice) at least once annually",Person and Caregiver-Centered Experience and Outcomes,Process,American Academy of Neurology,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Annual Hepatitis C Virus (HCV) Screening for Patients who are Active Injection Drug Users,N/A,N/A,387,Percentage of patients regardless of age who are active injection drug users who received screening for HCV infection within the 12 month reporting period,Effective Clinical Care,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Cataract Surgery with Intra-Operative Complications (Unplanned Rupture of Posterior Capsule Requiring Unplanned Vitrectomy,N/A,N/A,388,Percentage of patients aged 18 years and older who had cataract surgery performed and had an unplanned rupture of the posterior capsule requiring vitrectomy,Patient Safety,Outcome,American Academy of Ophthalmology,American College of Healthcare Sciences,-,-,-,-,-,X,X,Cataracts,-,-,-,-,-,-,Measure Specification Manuals
,Cataract Surgery: Difference Between Planned and Final Refraction,N/A,N/A,389,Percentage of patients aged 18 years and older who had cataract surgery performed and who achieved a final refraction within +/- 1.0 diopters of their planned (target) refraction.,Effective Clinical Care,Outcome,American Academy of Ophthalmology,American College of Healthcare Sciences,-,-,-,-,-,X,X,Cataracts,-,-,-,-,-,-,Measure Specification Manuals
,Hepatitis C: Discussion and Shared Decision Making Surrounding Treatment Options,N/A,N/A,390,"Percentage of patients aged 18 years and older with a diagnosis of hepatitis C with whom a physician or other qualified healthcare professional reviewed the range of treatment options appropriate to their genotype and demonstrated a shared decision making approach with the patient. To meet the measure, there must be documentation in the patient record of a discussion between the physician or other qualified healthcare professional and the patient that includes all of the following: treatment choices appropriate to genotype, risks and benefits, evidence of effectiveness, and patient preferences toward treatment
",Person and Caregiver-Centered Experience and Outcomes,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,-,-,-,-,-,X,X,Hepatitis C,-,-,-,-,-,-,Measure Specification Manuals
,Follow-up After Hospitalization for Mental Illness (FUH),N/A,0576,391,"The percentage of discharges for patients 6 years of age and older who were hospitalized for treatment of selected mental illness diagnoses and who had an outpatient visit, an intensive outpatient encounter or partial hospitalization with a mental health practitioner. Two rates are reported: 
- The percentage of discharges for which the patient received follow-up within 30 days of discharge 
- The percentage of discharges for which the patient received follow-up within 7 days of discharge.
",Communication and Care Coordination,Process,National Committee for Quality Assurance,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,HRS-12: Cardiac Tamponade and/or Pericardiocentesis Following Atrial Fibrillation Ablation,N/A,2474,392,"Rate of cardiac tamponade and/or pericardiocentesis following atrial fibrillation ablation 
This measure is reported as four rates stratified by age and gender: 
• Reporting Age Criteria 1: Females less than 65 years of age 
• Reporting Age Criteria 2: Males less than 65 years of age 
• Reporting Age Criteria 3: Females 65 years of age and older 
• Reporting Age Criteria 4: Males 65 years of age and older",Patient Safety,Outcome,The Heart Rhythm Society,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,"HRS-9: Infection within 180 Days of Cardiac Implantable Electronic Device (CIED) Implantation, Replacement, or Revision
",N/A,N/A,393,"Infection rate following CIED device implantation, replacement, or revision
",Patient Safety,Outcome,The Heart Rhythm Society,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Immunizations for Adolescents,N/A,1407,394,The percentage of adolescents 13 years of age who had the recommended immunizations by their 13th birthday.,Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Lung Cancer Reporting (Biopsy/Cytology Specimens),N/A,N/A,395,Pathology reports based on biopsy and/or cytology specimens with a diagnosis of primary nonsmall cell lung cancer classified into specific histologic type or classified as NSCLC-NOS with an explanation included in the pathology report.,Communication and Care Coordination,Process,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Lung Cancer Reporting (Resection Specimens),N/A,N/A,396,"Pathology reports based on resection specimens with a diagnosis of primary lung carcinoma that include the pT category, pN category and for non-small cell lung cancer, histologic type.",Communication and Care Coordination,Process,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Melanoma Reporting,N/A,N/A,397,"Pathology reports for primary malignant cutaneous melanoma that include the pT category and a statement on thickness and ulceration and for pT1, mitotic rate.",Communication and Care Coordination,Process,College of American Pathologists,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Optimal Asthma Control ,N/A,N/A,398,Patients ages 5-50 (pediatrics ages 5-17) whose asthma is well-controlled as demonstrated by one of three age appropriate patient reported outcome tools.,Effective Clinical Care,Outcome,Minnesota Community Measurement,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Post-Procedural Optimal Medical Therapy Composite (Percutaneous Coronary Intervention),N/A,2452,399,Percentage of patients aged 18 years and older for whom PCI is performed who are prescribed optimal medical therapy at discharge,Effective Clinical Care,Process,American College of Cardiology,American Heart Association,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,One-Time Screening for Hepatitis C Virus (HCV) for Patients at Risk,N/A,N/A,400,"Percentage of patients aged 18 years and older with one or more of the following: a history of injection drug use, receipt of a blood transfusion prior to 1992, receiving maintenance hemodialysis OR birthdate in the years 1945-1965 who received a one-time screening for HCV infection",Effective Clinical Care,Process,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,-,X,-,X,-,-,-,-,-,Measure Specification Manuals
,Hepatitis C: Screening for Hepatocellular Carcinoma (HCC) in Patients with Cirrhosis,N/A,N/A,401,"Percentage of patients aged 18 years and older with a diagnosis of chronic hepatitis C cirrhosis who underwent imaging with either ultrasound, contrast enhanced CT or MRI for hepatocellular carcinoma (HCC) at least once within the 12 month reporting period",Effective Clinical Care,Process,American Medical Association-Physician Consortium for Performance Improvement,American Gastroenterological Association,-,-,-,-,-,X,X,Hepatitis C,-,-,-,-,-,-,Measure Specification Manuals
,Tobacco Use and Help with Quitting Among Adolescents,N/A,N/A,402,The percentage of adolescents 12 to 20 years of age with a primary care visit during the measurement year for whom tobacco use status was documented and received help with quitting if identified as a tobacco user,Community/Population Health,Process,National Committee for Quality Assurance,National Collaborative for Innovation in Quality Measurement,-,-,-,-,-,X,X,Asthma,X,-,-,-,-,-,Measure Specification Manuals
,Adult Kidney Disease: Referral to Hospice,N/A,N/A,403,Percentage of patients aged 18 years and older with a diagnosis of end-stage renal disease (ESRD) who withdraw from hemodialysis peritoneal dialysis who are referred to hospice care.,Person and Caregiver-Centered Experience and Outcomes,Process,Renal Physicians Association,American Medical Association-Physician Consortium for Performance Improvement,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Anesthesiology Smoking Abstinence,N/A,N/A,404,The percentage of current smokers who abstain from cigarettes prior to anesthesia on the day of elective surgery or procedure.,Effective Clinical Care,Intermediate Outcome,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Appropriate Follow-up Imaging for Incidental Abdominal  Lesions,N/A,N/A,405,"Percentage of final reports for abdominal imaging studies for asymptomatic patients aged 18 years and older with one or more of the following noted incidentally with follow‐up imaging recommended:
• Liver lesion ≤ 0.5 cm 
• Cystic kidney lesion < 1.0 cm 
• Adrenal lesion ≤ 1.0 cm

",Effective Clinical Care,Process,American College of Radiology,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Appropriate Follow-Up Imaging for Incidental Thyroid Nodules in Patients,N/A,N/A,406,Percentage of final reports for computed tomography (CT) or magnetic resonance imaging (MRI) studies of the chest or neck or ultrasound of the neck for patients aged 18 years and older with no known thyroid disease with a thyroid nodule < 1.0 cm noted incidentally with follow-up imaging recommended ,Effective Clinical Care,Process,American College of Radiology,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Appropriate Treatment of Meticillin-Sensitive Staphylococcus Aureus (MSSA) Bacteremia,N/A,N/A,407,"Percentage of patients with sepsis due to Meticillin-Sensitive Staphylococcus Aureus (MSSA) bacteremia who received beta-lactam antibiotic (e.g. nafcillin, oxacillin or cefazolin) as definitive therapy.",Effective Clinical Care,Process,Infectious Diseases Society of America,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Opioid Therapy Follow-up Evaluation,N/A,N/A,408,All patients 18 and older prescribed opiates for longer than six weeks duration who had a follow-up evaluation conducted at least every three months during Opioid Therapy documented in the medical record.,Effective Clinical Care,Process,American Academy of Neurology,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Clinical Outcome Post-Endovascular Stroke Treatment,N/A,N/A,409,Percentage of patients with a mRs score of 0 to 2 at 90 days following endovascular stroke intervention.,Effective Clinical Care,Outcome,Society of Interventional Radiology ,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Psoriasis: Clinical Response to Oral Systemic or Biologic Medications,N/A,N/A,410,Percentage of psoriasis patients receiving oral systemic or biologic therapy who meet minimal physician- or patient-reported disease activity levels. It is implied that establishment and maintenance of an established minimum level of disease control as measured by physician- and/or patient-reported outcomes will increase patient satisfaction with and adherence to treatment.,Person and Caregiver-Centered Experience and Outcomes,Outcome,American Academy of Dermatology,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Depression Remission at Six Months,N/A,0711,411,Adult patients age 18 years and older with major depression or dysthymia and an initial PHQ-9 score > 9 who demonstrate remission at six months defined as a PHQ-9 score less than 5. This measure applies to both patients with newly diagnosed and existing depression whose current PHQ-9 score indicates a need for treatment.,Communication and Care Coordination,Outcome,Minnesota Community Measurement,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Documentation of Signed Opioid Treatment Agreement,N/A,N/A,412,All patients 18 and older prescribed opiates for longer than six weeks duration who signed an opioid treatment agreement at least once during Opioid Therapy documented in the medical record.,Effective Clinical Care,Process,American Academy of Neurology,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Door to Puncture Time for Endovascular Stroke Treatment,N/A,N/A,413,Percentage of patients undergoing endovascular stroke treatment who have a door to puncture time of less than two hours.,Effective Clinical Care,Intermediate Outcome,Society of Interventional Radiology ,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Evaluation or Interview for Risk of Opioid Misuse,N/A,N/A,414,"All patients 18 and older prescribed opiates for longer than six weeks duration evaluated for risk of opioid misuse using a brief validated instrument (e.g. Opioid Risk Tool, SOAAP-R) or patient interview documented at least once during Opioid Therapy in the medical record.",Effective Clinical Care,Process,American Academy of Neurology,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Emergency Medicine: Emergency Department Utilization of CT for Minor Blunt Head Trauma for Patients Aged 18 Years and Older,N/A,N/A,415,Percentage of emergency department visits for patients aged 18 years and older who presented within 24 hours of a minor blunt head trauma with a Glasgow Coma Scale (GCS) score of 15 and who had a head CT for trauma ordered by an emergency care provider who have an indication for a head CT.,Efficiency and Cost Reduction,Efficiency,American College of Emergency Physicians,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Emergency Medicine: Emergency Department Utilization of CT for Minor Blunt Head Trauma for Patients Aged 2 through 17 Years,N/A,N/A,416,Percentage of emergency department visits for patients aged 2 through 17 years who presented within 24 hours of a minor blunt head trauma with a Glasgow Coma Scale (GCS) score of 15 and who had a head CT for trauma ordered by an emergency care provider who are classified as low risk according to the Pediatric Emergency Care Applied Research Network  prediction rules for traumatic brain injury. ,Efficiency and Cost Reduction,Efficiency,American College of Emergency Physicians,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Rate of  Open Repair of Ascending Abdominal  Aortic Aneurysms (AAA) Where Patients Are Discharged Alive  ,N/A,1523,417,Percentage of patients undergoing open repair of abdominal aortic aneurysms (AAA) who are discharged alive.,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,"Osteoporosis Management in Women Who Had a Fracture 
",N/A,0053,418,The percentage of women age 50-85 who suffered a fracture and who either had a bone mineral density test or received a prescription for a drug to treat osteoporosis.,Effective Clinical Care,Process,National Committee for Quality Assurance,American Medical Association-Physician Consortium for Performance Improvement,-,X,-,-,-,-,X,-,-,-,-,-,-,-,Measure Specification Manuals
,Overuse Of Neuroimaging For Patients With Primary Headache And A Normal Neurological Examination,N/A,N/A,419,Percentage of patients with a diagnosis of primary headache disorder for whom advanced brain imaging was not ordered.,Efficiency and Cost Reduction,Efficiency,American Academy of Neurology,,,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Varicose Vein Treatment with Saphenous Ablation: Outcome Survey ,N/A,N/A,420,Percentage of patients treated for varicose veins (CEAP C2-S) who are treated with saphenous ablation (with or without adjunctive tributary treatment) that report an improvement on a disease specific patient reported outcome survey instrument after treatment.,Effective Clinical Care,Process,Society of Interventional Radiology ,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Appropriate Assessment of Retrievable Inferior Vena Cava Filters for Removal,N/A,N/A,421,"Percentage of patients in whom a retrievable IVC filter is placed who, within 3 months post-placement, have a documented assessment for the appropriateness of continued filtration, device removal or the inability to contact the patient with at least two attempts",Effective Clinical Care,Outcome,Society of Interventional Radiology ,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Performing Cystoscopy at the Time of Hysterectomy for Pelvic Organ Prolapse to Detect Lower Urinary Tract Injury,N/A,2063,422,Percentage of patients who undergo cystoscopy to evaluate for lower urinary tract injury at the time of hysterectomy for pelvic organ prolapse.,Patient Safety,Process,American Urogynecologic Society,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Perioperative Anti-platelet Therapy for Patients Undergoing Carotid Endarterectomy,N/A,0465,423,"Percentage of patients undergoing carotid endarterectomy (CEA) who are taking an anti-platelet agent (aspirin or clopidogrel or equivalent such as aggrenox/tiglacor, etc.) within 48 hours prior to surgery and are prescribed this medication at hospital discharge following surgery.",Effective Clinical Care,Process,Society for Vascular Surgeons,-,-,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Perioperative Temperature Management,N/A,2681,424,"Percentage of patients, regardless of age, who undergo surgical or therapeutic procedures under general or neuraxial anesthesia of 60 minutes duration or longer for whom at least one body temperature greater than or equal to 35.5 degrees Celsius (or 95.9 degrees Fahrenheit) was recorded within the 30 minutes immediately before or the 15 minutes immediately after anesthesia end time",Patient Safety,Process,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Photodocumentation of Cecal Intubation,N/A,N/A,425,The rate of screening and surveillance colonoscopies for which photodocumentation of landmarks of cecal intubation is performed to establish a complete examination,Effective Clinical Care,Process,American College of Gastroenterology,American Gastroenterological Association,American Society for Gastrointestinal Endoscopy,X,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Post-Anesthetic Transfer of Care Measure: Procedure Room to a Post Anesthesia Care Unit (PACU):  ,N/A,N/A,426,"Percentage of patients, regardless of age, who are under the care of an anesthesia practitioner and are admitted to a PACU in which a post-anesthetic formal transfer of care protocol or checklist which includes the key transfer of care elements is utilized",Communication and Care Coordination,Process,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Post-Anesthetic Transfer of Care: Use of Checklist or Protocol for Direct Transfer of Care from Procedure Room to Intensive Care Unit (ICU),N/A,N/A,427,"Percentage of patients, regardless of age, who undergo a procedure under anesthesia and are admitted to an Intensive Care Unit (ICU) directly from the anesthetizing location, who have a documented use of a checklist or protocol for the transfer of care from the responsible anesthesia practitioner to the responsible ICU team or team member",Communication and Care Coordination,Process,American Society of Anesthesiologists,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
,Pelvic Organ Prolapse: Preoperative Assessment of Occult Stress Urinary Incontinence ,N/A,N/A,428,Percentage of patients undergoing appropriate preoperative evaluation for the indication of stress urinary incontinence per ACOG/AUGS/AUA guidelines,Effective Clinical Care,Process,American Urogynecologic Society,-,-,-,-,-,-,-,X,-,-,,,,,,Measure Specification Manuals
